Name,Race,Year,Gender,Age,Finish,Age Bracket
Sample Runner 06540,Manchester City Marathon,2023,M,29,16614,Under 35
Sample Runner 06541,Manchester City Marathon,2023,M,39,12873,35-39
Sample Runner 06542,Manchester City Marathon,2023,F,49,20875,45-49
Sample Runner 06543,Manchester City Marathon,2023,M,59,12114,55-59
Sample Runner 06544,Manchester City Marathon,2023,M,29,17586,Under 35
Sample Runner 06545,Manchester City Marathon,2023,F,49,14613,45-49
Sample Runner 06546,Manchester City Marathon,2023,F,39,20827,35-39
Sample Runner 06547,Mankato Marathon,2023,F,47,13610,45-49
Sample Runner 06548,Mankato Marathon,2023,M,36,17048,35-39
Sample Runner 06549,Mankato Marathon,2023,M,33,12557,Under 35
Sample Runner 06550,Mankato Marathon,2023,F,31,17639,Under 35
Sample Runner 06551,Mankato Marathon,2023,F,40,17430,40-44
Sample Runner 06552,Mankato Marathon,2023,F,31,16474,Under 35
Sample Runner 06553,Mankato Marathon,2023,M,27,16151,Under 35
Sample Runner 06554,Mankato Marathon,2023,M,47,16548,45-49
Sample Runner 06555,Mankato Marathon,2023,F,24,12612,Under 35
Sample Runner 06556,Mankato Marathon,2023,F,52,16562,50-54
Sample Runner 06557,Mankato Marathon,2023,M,36,11073,35-39
Sample Runner 06558,Mankato Marathon,2023,M,36,13437,35-39
Sample Runner 06559,Mankato Marathon,2023,F,35,18906,35-39
Sample Runner 06560,Mankato Marathon,2023,F,47,17871,45-49
Sample Runner 06561,Mankato Marathon,2023,M,50,17678,50-54
Sample Runner 06562,Mankato Marathon,2023,F,51,17791,50-54
Sample Runner 06563,Mankato Marathon,2023,F,33,17886,Under 35
Sample Runner 06564,Mankato Marathon,2023,M,25,13066,Under 35
Sample Runner 06565,Mankato Marathon,2023,F,23,13378,Under 35
Sample Runner 06566,Mankato Marathon,2023,M,41,10981,40-44
Sample Runner 06567,Maple Leaf Marathon,2023,M,-1,15375,Unknown
Sample Runner 06568,Maple Leaf Marathon,2023,M,-1,12367,Unknown
Sample Runner 06569,Maple Leaf Marathon,2023,F,-1,25342,Unknown
Sample Runner 06570,Maple Leaf Marathon,2023,M,-1,22110,Unknown
Sample Runner 06571,Maple Leaf Marathon,2023,M,-1,20259,Unknown
Sample Runner 06572,Maple Leaf Marathon,2023,M,-1,33733,Unknown
Sample Runner 06573,Maple Leaf Marathon,2023,F,-1,18740,Unknown
Sample Runner 06574,Maple Leaf Marathon,2023,M,-1,14967,Unknown
Sample Runner 06575,Maple Leaf Marathon,2023,M,-1,17251,Unknown
Sample Runner 06576,Maple Leaf Marathon,2023,M,-1,16466,Unknown
Sample Runner 06577,Maple Leaf Marathon,2023,M,-1,33373,Unknown
Sample Runner 06578,Maple Leaf Marathon,2023,M,-1,11752,Unknown
Sample Runner 06579,Maple Leaf Marathon,2023,M,-1,15541,Unknown
Sample Runner 06580,Maple Leaf Marathon,2023,M,-1,25354,Unknown
Sample Runner 06581,Maple Leaf Marathon,2023,M,-1,15433,Unknown
Sample Runner 06582,Maple Leaf Marathon,2023,M,-1,10345,Unknown
Sample Runner 06583,Maple Leaf Marathon,2023,F,-1,33733,Unknown
Sample Runner 06584,Maple Leaf Marathon,2023,F,-1,32677,Unknown
Sample Runner 06585,Maple Leaf Marathon,2023,M,-1,21793,Unknown
Sample Runner 06586,Maple Leaf Marathon,2023,F,-1,20270,Unknown
Sample Runner 06587,Marathon 2 Marathon,2023,M,39,11854,35-39
Sample Runner 06588,Marathon 2 Marathon,2023,M,39,18769,35-39
Sample Runner 06589,Marathon 2 Marathon,2023,M,59,12513,55-59
Sample Runner 06590,Marathon 2 Marathon,2023,F,69,20297,65-69
Sample Runner 06591,Marathon 2 Marathon,2023,M,29,12119,Under 35
Sample Runner 06592,Marathon 2 Marathon,2023,M,69,18579,65-69
Sample Runner 06593,Marathon 2 Marathon,2023,F,34,13650,Under 35
Sample Runner 06594,Marathon 2 Marathon,2023,M,59,18666,55-59
Sample Runner 06595,Marathon 2 Marathon,2023,M,39,14465,35-39
Sample Runner 06596,Marathon 2 Marathon,2023,F,39,16526,35-39
Sample Runner 06597,Marathon 2 Marathon,2023,F,39,16622,35-39
Sample Runner 06598,Marathon 2 Marathon,2023,F,39,20366,35-39
Sample Runner 06599,Marathon 2 Marathon,2023,M,39,13853,35-39
Sample Runner 06600,Marathon 2 Marathon,2023,M,49,14364,45-49
Sample Runner 06601,Marathon 2 Marathon,2023,F,49,20729,45-49
Sample Runner 06602,Marathon 2 Marathon,2023,M,39,15693,35-39
Sample Runner 06603,Marathon 2 Marathon,2023,M,59,19645,55-59
Sample Runner 06604,Marathon 2 Marathon,2023,M,39,19352,35-39
Sample Runner 06605,Marathon 2 Marathon,2023,M,59,11613,55-59
Sample Runner 06606,Marathon 2 Marathon,2023,F,69,21190,65-69
Sample Runner 06607,Marathon of the Treasure Coast,2023,F,69,19382,65-69
Sample Runner 06608,Marathon of the Treasure Coast,2023,F,54,19979,50-54
Sample Runner 06609,Marathon of the Treasure Coast,2023,M,55,20133,55-59
Sample Runner 06610,Marathon of the Treasure Coast,2023,F,20,13328,Under 35
Sample Runner 06611,Marathon of the Treasure Coast,2023,M,37,17022,35-39
Sample Runner 06612,Marathon of the Treasure Coast,2023,F,43,22590,40-44
Sample Runner 06613,Marathon of the Treasure Coast,2023,M,67,18324,65-69
Sample Runner 06614,Marathon of the Treasure Coast,2023,F,27,16441,Under 35
Sample Runner 06615,Marathon of the Treasure Coast,2023,F,34,14822,Under 35
Sample Runner 06616,Marathon of the Treasure Coast,2023,F,36,13771,35-39
Sample Runner 06617,Marathon of the Treasure Coast,2023,M,51,19037,50-54
Sample Runner 06618,Marathon of the Treasure Coast,2023,M,30,13954,Under 35
Sample Runner 06619,Marathon of the Treasure Coast,2023,F,56,14007,55-59
Sample Runner 06620,Marathon of the Treasure Coast,2023,F,42,24052,40-44
Sample Runner 06621,Marathon of the Treasure Coast,2023,M,54,26435,50-54
Sample Runner 06622,Marathon of the Treasure Coast,2023,M,43,17406,40-44
Sample Runner 06623,Marathon of the Treasure Coast,2023,M,28,20477,Under 35
Sample Runner 06624,Marathon of the Treasure Coast,2023,M,52,18722,50-54
Sample Runner 06625,Marathon of the Treasure Coast,2023,F,62,16599,60-64
Sample Runner 06626,Marathon of the Treasure Coast,2023,M,60,18466,60-64
Sample Runner 06627,Marine Corps Marathon,2023,F,59,17176,55-59
Sample Runner 06628,Marine Corps Marathon,2023,F,24,19547,Under 35
Sample Runner 06629,Marine Corps Marathon,2023,M,39,10618,35-39
Sample Runner 06630,Marine Corps Marathon,2023,M,39,19131,35-39
Sample Runner 06631,Marine Corps Marathon,2023,M,44,17242,40-44
Sample Runner 06632,Marine Corps Marathon,2023,M,54,14977,50-54
Sample Runner 06633,Marine Corps Marathon,2023,F,39,16887,35-39
Sample Runner 06634,Marine Corps Marathon,2023,M,39,17202,35-39
Sample Runner 06635,Marine Corps Marathon,2023,F,29,15696,Under 35
Sample Runner 06636,Marine Corps Marathon,2023,F,34,17357,Under 35
Sample Runner 06637,Marine Corps Marathon,2023,F,29,14629,Under 35
Sample Runner 06638,Marine Corps Marathon,2023,M,49,16564,45-49
Sample Runner 06639,Marine Corps Marathon,2023,F,39,21504,35-39
Sample Runner 06640,Marine Corps Marathon,2023,M,59,22045,55-59
Sample Runner 06641,Marine Corps Marathon,2023,M,39,15645,35-39
Sample Runner 06642,Marine Corps Marathon,2023,F,29,19192,Under 35
Sample Runner 06643,Marine Corps Marathon,2023,M,24,19771,Under 35
Sample Runner 06644,Marine Corps Marathon,2023,M,59,15373,55-59
Sample Runner 06645,Marine Corps Marathon,2023,M,49,11210,45-49
Sample Runner 06646,Marine Corps Marathon,2023,M,49,15112,45-49
Sample Runner 06647,Maritime Marathon,2023,F,38,10846,35-39
Sample Runner 06648,Maritime Marathon,2023,F,59,18000,55-59
Sample Runner 06649,Maritime Marathon,2023,M,52,15293,50-54
Sample Runner 06650,Maritime Marathon,2023,F,30,17662,Under 35
Sample Runner 06651,Maritime Marathon,2023,F,55,17232,55-59
Sample Runner 06652,Maritime Marathon,2023,M,17,13993,Under 35
Sample Runner 06653,Maritime Marathon,2023,F,29,20346,Under 35
Sample Runner 06654,Maritime Marathon,2023,F,43,16624,40-44
Sample Runner 06655,Maritime Marathon,2023,F,47,15792,45-49
Sample Runner 06656,Maritime Marathon,2023,M,62,15818,60-64
Sample Runner 06657,Maritime Marathon,2023,M,62,18157,60-64
Sample Runner 06658,Maritime Marathon,2023,M,57,19858,55-59
Sample Runner 06659,Maritime Marathon,2023,F,21,15613,Under 35
Sample Runner 06660,Maritime Marathon,2023,F,25,18484,Under 35
Sample Runner 06661,Maritime Marathon,2023,M,35,14154,35-39
Sample Runner 06662,Maritime Marathon,2023,F,60,16876,60-64
Sample Runner 06663,Maritime Marathon,2023,M,56,13787,55-59
Sample Runner 06664,Maritime Marathon,2023,F,21,13646,Under 35
Sample Runner 06665,Maritime Marathon,2023,M,30,16145,Under 35
Sample Runner 06666,Maritime Marathon,2023,M,23,15376,Under 35
Sample Runner 06667,Marquette Marathon,2023,F,59,17797,55-59
Sample Runner 06668,Marquette Marathon,2023,F,29,15224,Under 35
Sample Runner 06669,Marquette Marathon,2023,F,29,18295,Under 35
Sample Runner 06670,Marquette Marathon,2023,M,49,19724,45-49
Sample Runner 06671,Marquette Marathon,2023,F,59,13528,55-59
Sample Runner 06672,Marquette Marathon,2023,M,59,14911,55-59
Sample Runner 06673,Marquette Marathon,2023,F,49,16964,45-49
Sample Runner 06674,Marquette Marathon,2023,F,49,18567,45-49
Sample Runner 06675,Marquette Marathon,2023,M,29,13169,Under 35
Sample Runner 06676,Marquette Marathon,2023,F,29,21286,Under 35
Sample Runner 06677,Marquette Marathon,2023,M,39,9673,35-39
Sample Runner 06678,Marquette Marathon,2023,F,49,19385,45-49
Sample Runner 06679,Marquette Marathon,2023,F,59,14531,55-59
Sample Runner 06680,Marquette Marathon,2023,F,29,14607,Under 35
Sample Runner 06681,Marquette Marathon,2023,M,29,17476,Under 35
Sample Runner 06682,Marquette Marathon,2023,M,49,11509,45-49
Sample Runner 06683,Marquette Marathon,2023,M,69,16169,65-69
Sample Runner 06684,Marquette Marathon,2023,M,69,13459,65-69
Sample Runner 06685,Marquette Marathon,2023,M,29,13211,Under 35
Sample Runner 06686,Marquette Marathon,2023,M,29,19185,Under 35
Sample Runner 06687,Marshall University Marathon,2023,F,58,15302,55-59
Sample Runner 06688,Marshall University Marathon,2023,M,47,14908,45-49
Sample Runner 06689,Marshall University Marathon,2023,F,49,22414,45-49
Sample Runner 06690,Marshall University Marathon,2023,M,31,12151,Under 35
Sample Runner 06691,Marshall University Marathon,2023,M,24,10262,Under 35
Sample Runner 06692,Marshall University Marathon,2023,M,47,13961,45-49
Sample Runner 06693,Marshall University Marathon,2023,M,42,11429,40-44
Sample Runner 06694,Marshall University Marathon,2023,M,41,16777,40-44
Sample Runner 06695,Marshall University Marathon,2023,F,36,14386,35-39
Sample Runner 06696,Marshall University Marathon,2023,M,41,12958,40-44
Sample Runner 06697,Marshall University Marathon,2023,M,29,19891,Under 35
Sample Runner 06698,Marshall University Marathon,2023,M,40,15652,40-44
Sample Runner 06699,Marshall University Marathon,2023,F,44,20908,40-44
Sample Runner 06700,Marshall University Marathon,2023,F,36,15775,35-39
Sample Runner 06701,Marshall University Marathon,2023,M,19,17209,Under 35
Sample Runner 06702,Marshall University Marathon,2023,M,54,12273,50-54
Sample Runner 06703,Marshall University Marathon,2023,F,31,18517,Under 35
Sample Runner 06704,Marshall University Marathon,2023,F,38,14448,35-39
Sample Runner 06705,Marshall University Marathon,2023,F,54,16623,50-54
Sample Runner 06706,Marshall University Marathon,2023,M,59,20970,55-59
Sample Runner 06707,Martha's Vineyard Marathon,2023,M,26,14113,Under 35
Sample Runner 06708,Martha's Vineyard Marathon,2023,M,25,18220,Under 35
Sample Runner 06709,Martha's Vineyard Marathon,2023,F,27,17103,Under 35
Sample Runner 06710,Martha's Vineyard Marathon,2023,F,24,17675,Under 35
Sample Runner 06711,Martha's Vineyard Marathon,2023,M,33,21179,Under 35
Sample Runner 06712,Martha's Vineyard Marathon,2023,M,27,14288,Under 35
Sample Runner 06713,Martha's Vineyard Marathon,2023,F,31,19447,Under 35
Sample Runner 06714,Martha's Vineyard Marathon,2023,M,29,12451,Under 35
Sample Runner 06715,Martha's Vineyard Marathon,2023,F,24,16127,Under 35
Sample Runner 06716,Martha's Vineyard Marathon,2023,M,39,16102,35-39
Sample Runner 06717,Martha's Vineyard Marathon,2023,M,55,16101,55-59
Sample Runner 06718,Martha's Vineyard Marathon,2023,F,53,18688,50-54
Sample Runner 06719,Martha's Vineyard Marathon,2023,F,29,14136,Under 35
Sample Runner 06720,Martha's Vineyard Marathon,2023,M,19,12130,Under 35
Sample Runner 06721,Martha's Vineyard Marathon,2023,M,18,15352,Under 35
Sample Runner 06722,Martha's Vineyard Marathon,2023,F,21,17487,Under 35
Sample Runner 06723,Martha's Vineyard Marathon,2023,F,29,21074,Under 35
Sample Runner 06724,Martha's Vineyard Marathon,2023,M,50,15108,50-54
Sample Runner 06725,Martha's Vineyard Marathon,2023,F,40,15453,40-44
Sample Runner 06726,Martha's Vineyard Marathon,2023,F,33,14058,Under 35
Sample Runner 06727,Martian Marathon,2023,M,54,21857,50-54
Sample Runner 06728,Martian Marathon,2023,M,54,18181,50-54
Sample Runner 06729,Martian Marathon,2023,M,49,17116,45-49
Sample Runner 06730,Martian Marathon,2023,M,39,14154,35-39
Sample Runner 06731,Martian Marathon,2023,M,49,16002,45-49
Sample Runner 06732,Martian Marathon,2023,M,29,16266,Under 35
Sample Runner 06733,Martian Marathon,2023,M,34,12238,Under 35
Sample Runner 06734,Martian Marathon,2023,M,59,19886,55-59
Sample Runner 06735,Martian Marathon,2023,M,44,16218,40-44
Sample Runner 06736,Martian Marathon,2023,M,54,10735,50-54
Sample Runner 06737,Martian Marathon,2023,F,44,17418,40-44
Sample Runner 06738,Martian Marathon,2023,F,34,11799,Under 35
Sample Runner 06739,Martian Marathon,2023,M,34,17359,Under 35
Sample Runner 06740,Martian Marathon,2023,M,44,16502,40-44
Sample Runner 06741,Martian Marathon,2023,M,39,11755,35-39
Sample Runner 06742,Martian Marathon,2023,M,49,13679,45-49
Sample Runner 06743,Martian Marathon,2023,M,34,13785,Under 35
Sample Runner 06744,Martian Marathon,2023,M,54,14805,50-54
Sample Runner 06745,Martian Marathon,2023,X,0,13151,Unknown
Sample Runner 06746,Martian Marathon,2023,M,34,10536,Under 35
Sample Runner 06747,Mathews Marathon,2023,M,30,19484,Under 35
Sample Runner 06748,Mathews Marathon,2023,M,23,14255,Under 35
Sample Runner 06749,Mathews Marathon,2023,M,18,21600,Under 35
Sample Runner 06750,Mathews Marathon,2023,M,33,17251,Under 35
Sample Runner 06751,Mathews Marathon,2023,M,24,18797,Under 35
Sample Runner 06752,Mathews Marathon,2023,F,41,16243,40-44
Sample Runner 06753,Mathews Marathon,2023,M,59,16637,55-59
Sample Runner 06754,Mathews Marathon,2023,F,51,21275,50-54
Sample Runner 06755,Mathews Marathon,2023,F,21,16747,Under 35
Sample Runner 06756,Mathews Marathon,2023,M,64,17617,60-64
Sample Runner 06757,Mathews Marathon,2023,M,41,17358,40-44
Sample Runner 06758,Mathews Marathon,2023,M,20,17105,Under 35
Sample Runner 06759,Mathews Marathon,2023,M,23,15257,Under 35
Sample Runner 06760,Mathews Marathon,2023,M,39,15482,35-39
Sample Runner 06761,Mathews Marathon,2023,F,51,18678,50-54
Sample Runner 06762,Mathews Marathon,2023,M,41,10500,40-44
Sample Runner 06763,Mathews Marathon,2023,M,62,14524,60-64
Sample Runner 06764,Mathews Marathon,2023,M,38,17445,35-39
Sample Runner 06765,Mathews Marathon,2023,M,23,18307,Under 35
Sample Runner 06766,Mathews Marathon,2023,F,56,16524,55-59
Sample Runner 06767,Maui Marathon,2023,F,34,16958,Under 35
Sample Runner 06768,Maui Marathon,2023,M,49,23356,45-49
Sample Runner 06769,Maui Marathon,2023,F,39,14913,35-39
Sample Runner 06770,Maui Marathon,2023,M,34,12687,Under 35
Sample Runner 06771,Maui Marathon,2023,F,29,18552,Under 35
Sample Runner 06772,Maui Marathon,2023,M,54,23721,50-54
Sample Runner 06773,Maui Marathon,2023,M,34,16937,Under 35
Sample Runner 06774,Maui Marathon,2023,F,44,19431,40-44
Sample Runner 06775,Maui Marathon,2023,M,64,15394,60-64
Sample Runner 06776,Maui Marathon,2023,M,44,21321,40-44
Sample Runner 06777,Maui Marathon,2023,F,29,15533,Under 35
Sample Runner 06778,Maui Marathon,2023,M,29,16011,Under 35
Sample Runner 06779,Maui Marathon,2023,F,24,18138,Under 35
Sample Runner 06780,Maui Marathon,2023,M,34,18362,Under 35
Sample Runner 06781,Maui Marathon,2023,F,39,21803,35-39
Sample Runner 06782,Maui Marathon,2023,M,79,25415,75-79
Sample Runner 06783,Maui Marathon,2023,M,34,16548,Under 35
Sample Runner 06784,Maui Marathon,2023,F,54,20437,50-54
Sample Runner 06785,Maui Marathon,2023,M,44,19357,40-44
Sample Runner 06786,Maui Marathon,2023,F,69,22896,65-69
Sample Runner 06787,Maui Oceanfront Marathon,2023,F,29,15828,Under 35
Sample Runner 06788,Maui Oceanfront Marathon,2023,F,69,18852,65-69
Sample Runner 06789,Maui Oceanfront Marathon,2023,M,54,22442,50-54
Sample Runner 06790,Maui Oceanfront Marathon,2023,M,64,21272,60-64
Sample Runner 06791,Maui Oceanfront Marathon,2023,F,0,22019,Unknown
Sample Runner 06792,Maui Oceanfront Marathon,2023,M,54,11160,50-54
Sample Runner 06793,Maui Oceanfront Marathon,2023,M,44,11906,40-44
Sample Runner 06794,Maui Oceanfront Marathon,2023,F,0,22035,Unknown
Sample Runner 06795,Maui Oceanfront Marathon,2023,F,44,19134,40-44
Sample Runner 06796,Maui Oceanfront Marathon,2023,F,39,25252,35-39
Sample Runner 06797,Maui Oceanfront Marathon,2023,F,54,15263,50-54
Sample Runner 06798,Maui Oceanfront Marathon,2023,M,34,16099,Under 35
Sample Runner 06799,Maui Oceanfront Marathon,2023,M,59,22148,55-59
Sample Runner 06800,Maui Oceanfront Marathon,2023,M,69,16006,65-69
Sample Runner 06801,Maui Oceanfront Marathon,2023,M,59,16965,55-59
Sample Runner 06802,Maui Oceanfront Marathon,2023,F,0,22035,Unknown
Sample Runner 06803,Maui Oceanfront Marathon,2023,F,59,15075,55-59
Sample Runner 06804,Maui Oceanfront Marathon,2023,F,44,18049,40-44
Sample Runner 06805,Maui Oceanfront Marathon,2023,M,24,17794,Under 35
Sample Runner 06806,Maui Oceanfront Marathon,2023,M,24,15077,Under 35
Sample Runner 06807,Mayor's Marathon,2023,F,59,25824,55-59
Sample Runner 06808,Mayor's Marathon,2023,F,29,20793,Under 35
Sample Runner 06809,Mayor's Marathon,2023,X,0,15113,Unknown
Sample Runner 06810,Mayor's Marathon,2023,F,29,14726,Under 35
Sample Runner 06811,Mayor's Marathon,2023,M,39,18410,35-39
Sample Runner 06812,Mayor's Marathon,2023,M,54,15350,50-54
Sample Runner 06813,Mayor's Marathon,2023,M,34,17356,Under 35
Sample Runner 06814,Mayor's Marathon,2023,F,39,17477,35-39
Sample Runner 06815,Mayor's Marathon,2023,F,49,17970,45-49
Sample Runner 06816,Mayor's Marathon,2023,M,69,16793,65-69
Sample Runner 06817,Mayor's Marathon,2023,F,44,16163,40-44
Sample Runner 06818,Mayor's Marathon,2023,M,64,16755,60-64
Sample Runner 06819,Mayor's Marathon,2023,M,69,17056,65-69
Sample Runner 06820,Mayor's Marathon,2023,F,39,22382,35-39
Sample Runner 06821,Mayor's Marathon,2023,M,74,21510,70-74
Sample Runner 06822,Mayor's Marathon,2023,M,59,16175,55-59
Sample Runner 06823,Mayor's Marathon,2023,M,44,17150,40-44
Sample Runner 06824,Mayor's Marathon,2023,M,34,19493,Under 35
Sample Runner 06825,Mayor's Marathon,2023,M,59,20195,55-59
Sample Runner 06826,Mayor's Marathon,2023,M,34,17997,Under 35
Sample Runner 06827,McAllen Marathon,2023,F,-1,19492,Unknown
Sample Runner 06828,McAllen Marathon,2023,M,-1,16342,Unknown
Sample Runner 06829,McAllen Marathon,2023,M,-1,17297,Unknown
Sample Runner 06830,McAllen Marathon,2023,M,-1,16854,Unknown
Sample Runner 06831,McAllen Marathon,2023,M,-1,13437,Unknown
Sample Runner 06832,McAllen Marathon,2023,M,-1,12616,Unknown
Sample Runner 06833,McAllen Marathon,2023,F,-1,20562,Unknown
Sample Runner 06834,McAllen Marathon,2023,M,-1,13550,Unknown
Sample Runner 06835,McAllen Marathon,2023,M,-1,19533,Unknown
Sample Runner 06836,McAllen Marathon,2023,M,-1,10728,Unknown
Sample Runner 06837,McAllen Marathon,2023,M,-1,10311,Unknown
Sample Runner 06838,McAllen Marathon,2023,F,-1,19820,Unknown
Sample Runner 06839,McAllen Marathon,2023,M,-1,12296,Unknown
Sample Runner 06840,McAllen Marathon,2023,M,-1,10729,Unknown
Sample Runner 06841,McAllen Marathon,2023,M,-1,12882,Unknown
Sample Runner 06842,McAllen Marathon,2023,F,-1,12616,Unknown
Sample Runner 06843,McAllen Marathon,2023,M,-1,17175,Unknown
Sample Runner 06844,McAllen Marathon,2023,M,-1,19493,Unknown
Sample Runner 06845,McAllen Marathon,2023,M,-1,18126,Unknown
Sample Runner 06846,McAllen Marathon,2023,M,-1,18797,Unknown
Sample Runner 06847,McKirdy Micro Marathon - NY II,2023,M,34,8163,Under 35
Sample Runner 06848,McKirdy Micro Marathon - NY II,2023,F,34,9400,Under 35
Sample Runner 06849,McKirdy Micro Marathon - NY II,2023,M,33,8300,Under 35
Sample Runner 06850,McKirdy Micro Marathon - NY II,2023,F,34,9668,Under 35
Sample Runner 06851,McKirdy Micro Marathon - NY II,2023,M,25,8226,Under 35
Sample Runner 06852,McKirdy Micro Marathon - NY II,2023,M,29,8967,Under 35
Sample Runner 06853,McKirdy Micro Marathon - NY II,2023,M,24,8271,Under 35
Sample Runner 06854,McKirdy Micro Marathon - NY II,2023,F,30,8537,Under 35
Sample Runner 06855,McKirdy Micro Marathon - NY II,2023,M,34,8093,Under 35
Sample Runner 06856,McKirdy Micro Marathon - NY II,2023,M,37,8425,35-39
Sample Runner 06857,McKirdy Micro Marathon - NY II,2023,M,29,8457,Under 35
Sample Runner 06858,McKirdy Micro Marathon - NY II,2023,M,23,8493,Under 35
Sample Runner 06859,McKirdy Micro Marathon - NY II,2023,M,31,8376,Under 35
Sample Runner 06860,McKirdy Micro Marathon - NY II,2023,M,31,8071,Under 35
Sample Runner 06861,McKirdy Micro Marathon - NY II,2023,M,28,9393,Under 35
Sample Runner 06862,McKirdy Micro Marathon - NY II,2023,M,32,8157,Under 35
Sample Runner 06863,McKirdy Micro Marathon - NY II,2023,M,27,8168,Under 35
Sample Runner 06864,McKirdy Micro Marathon - NY II,2023,F,33,9401,Under 35
Sample Runner 06865,McKirdy Micro Marathon - NY II,2023,M,28,8455,Under 35
Sample Runner 06866,McKirdy Micro Marathon - NY II,2023,M,29,8444,Under 35
Sample Runner 06867,Med Bow Rail Marathon,2023,M,60,18799,60-64
Sample Runner 06868,Med Bow Rail Marathon,2023,F,39,19148,35-39
Sample Runner 06869,Med Bow Rail Marathon,2023,M,24,18815,Under 35
Sample Runner 06870,Med Bow Rail Marathon,2023,M,58,22564,55-59
Sample Runner 06871,Med Bow Rail Marathon,2023,M,65,22619,65-69
Sample Runner 06872,Med Bow Rail Marathon,2023,M,75,24986,75-79
Sample Runner 06873,Med Bow Rail Marathon,2023,M,71,15509,70-74
Sample Runner 06874,Med Bow Rail Marathon,2023,M,55,16288,55-59
Sample Runner 06875,Med Bow Rail Marathon,2023,M,57,21717,55-59
Sample Runner 06876,Med Bow Rail Marathon,2023,F,35,19145,35-39
Sample Runner 06877,Med Bow Rail Marathon,2023,M,32,21715,Under 35
Sample Runner 06878,Med Bow Rail Marathon,2023,F,43,15536,40-44
Sample Runner 06879,Med Bow Rail Marathon,2023,M,27,15399,Under 35
Sample Runner 06880,Med Bow Rail Marathon,2023,M,25,24506,Under 35
Sample Runner 06881,Med Bow Rail Marathon,2023,F,67,25495,65-69
Sample Runner 06882,Med Bow Rail Marathon,2023,M,36,17285,35-39
Sample Runner 06883,Med Bow Rail Marathon,2023,F,47,19877,45-49
Sample Runner 06884,Med Bow Rail Marathon,2023,M,39,15354,35-39
Sample Runner 06885,Med Bow Rail Marathon,2023,F,26,12468,Under 35
Sample Runner 06886,Med Bow Rail Marathon,2023,F,36,21119,35-39
Sample Runner 06887,Med-City Marathon,2023,M,34,16060,Under 35
Sample Runner 06888,Med-City Marathon,2023,M,36,19086,35-39
Sample Runner 06889,Med-City Marathon,2023,M,22,17402,Under 35
Sample Runner 06890,Med-City Marathon,2023,F,60,19994,60-64
Sample Runner 06891,Med-City Marathon,2023,M,35,12565,35-39
Sample Runner 06892,Med-City Marathon,2023,M,38,11938,35-39
Sample Runner 06893,Med-City Marathon,2023,M,41,14150,40-44
Sample Runner 06894,Med-City Marathon,2023,F,50,19994,50-54
Sample Runner 06895,Med-City Marathon,2023,M,41,20911,40-44
Sample Runner 06896,Med-City Marathon,2023,M,49,14356,45-49
Sample Runner 06897,Med-City Marathon,2023,M,32,17675,Under 35
Sample Runner 06898,Med-City Marathon,2023,M,41,16115,40-44
Sample Runner 06899,Med-City Marathon,2023,M,51,20565,50-54
Sample Runner 06900,Med-City Marathon,2023,F,59,20743,55-59
Sample Runner 06901,Med-City Marathon,2023,M,32,17904,Under 35
Sample Runner 06902,Med-City Marathon,2023,M,51,14767,50-54
Sample Runner 06903,Med-City Marathon,2023,F,42,15582,40-44
Sample Runner 06904,Med-City Marathon,2023,M,24,17253,Under 35
Sample Runner 06905,Med-City Marathon,2023,M,20,13490,Under 35
Sample Runner 06906,Med-City Marathon,2023,F,23,22032,Under 35
Sample Runner 06907,Memphis Marathon,2023,M,30,12744,Under 35
Sample Runner 06908,Memphis Marathon,2023,M,67,19045,65-69
Sample Runner 06909,Memphis Marathon,2023,F,48,21513,45-49
Sample Runner 06910,Memphis Marathon,2023,M,27,21715,Under 35
Sample Runner 06911,Memphis Marathon,2023,F,39,19145,35-39
Sample Runner 06912,Memphis Marathon,2023,F,27,17279,Under 35
Sample Runner 06913,Memphis Marathon,2023,F,54,20733,50-54
Sample Runner 06914,Memphis Marathon,2023,M,46,14005,45-49
Sample Runner 06915,Memphis Marathon,2023,F,22,13963,Under 35
Sample Runner 06916,Memphis Marathon,2023,F,26,17367,Under 35
Sample Runner 06917,Memphis Marathon,2023,F,51,17394,50-54
Sample Runner 06918,Memphis Marathon,2023,M,31,18443,Under 35
Sample Runner 06919,Memphis Marathon,2023,M,48,18412,45-49
Sample Runner 06920,Memphis Marathon,2023,M,31,14567,Under 35
Sample Runner 06921,Memphis Marathon,2023,M,28,14012,Under 35
Sample Runner 06922,Memphis Marathon,2023,M,43,16455,40-44
Sample Runner 06923,Memphis Marathon,2023,F,66,18637,65-69
Sample Runner 06924,Memphis Marathon,2023,F,40,17628,40-44
Sample Runner 06925,Memphis Marathon,2023,M,21,13604,Under 35
Sample Runner 06926,Memphis Marathon,2023,F,23,16495,Under 35
Sample Runner 06927,Mercedes Marathon,2023,M,59,15297,55-59
Sample Runner 06928,Mercedes Marathon,2023,M,42,16634,40-44
Sample Runner 06929,Mercedes Marathon,2023,M,34,17096,Under 35
Sample Runner 06930,Mercedes Marathon,2023,M,28,16822,Under 35
Sample Runner 06931,Mercedes Marathon,2023,M,26,16823,Under 35
Sample Runner 06932,Mercedes Marathon,2023,M,45,20973,45-49
Sample Runner 06933,Mercedes Marathon,2023,F,27,13981,Under 35
Sample Runner 06934,Mercedes Marathon,2023,F,31,11406,Under 35
